name,city,rating,rating_count,cost,cuisine,city_cleaned
Subway,"Vastrapur,Ahmedabad",4.1,100,350,"Fast Food,Healthy Food",Ahmedabad
Eat Punjab,"Vastrapur,Ahmedabad",4.1,500,500,"North Indian,Indian",Ahmedabad
Huber & Holly,"Vastrapur,Ahmedabad",4.3,100,500,"Pizzas,Beverages",Ahmedabad
Hocco Eatery,"Vastrapur,Ahmedabad",4.2,50,400,"North Indian,Pizzas",Ahmedabad
Das Khaman,"Vastrapur,Ahmedabad",4.1,100,200,Snacks,Ahmedabad
Oven Story Pizza,"Vastrapur,Ahmedabad",4.1,100,400,"Pizzas,Italian",Ahmedabad
Shiv Roop Food,"Vastrapur,Ahmedabad",3.4,50,200,"Thalis,Combo",Ahmedabad
Jay Jhulelal Dal Pakwan,"Vastrapur,Ahmedabad",4.5,50,150,Indian,Ahmedabad
falashin juices and Dishes,"Vastrapur,Ahmedabad",4.0,50,200,"Juices,Beverages",Ahmedabad
The Good Bowl,"Vastrapur,Ahmedabad",4.0,100,400,"North Indian,Punjabi",Ahmedabad
New Egg World,"Vastrapur,Ahmedabad",3.9,100,400,"Fast Food,Snacks",Ahmedabad
Jalaram Parotta House,"Vastrapur,Ahmedabad",3.9,100,200,"North Indian,Gujarati",Ahmedabad
The Butter Kitchen,"Vastrapur,Ahmedabad",3.6,100,250,"Combo,North Indian",Ahmedabad
Biryani Kitchen & Bengali Sweet,"Vastrapur,Ahmedabad",3.7,50,250,"Biryani,Tandoor",Ahmedabad
Grameen Kulfi,"Vastrapur,Ahmedabad",4.6,100,120,"Ice Cream,Desserts",Ahmedabad
Mahalaxmi Bhajipav And Pulav Center (Sbr),"Vastrapur,Ahmedabad",4.2,100,300,Street Food,Ahmedabad
Makhni Brothers,"Vastrapur,Ahmedabad",3.7,500,350,"North Indian,Kebabs",Ahmedabad
Meal station,"Vastrapur,Ahmedabad",3.5,100,200,"Thalis,Punjabi",Ahmedabad
Bhojanam,"Vastrapur,Ahmedabad",4.0,100,199,"Combo,Thalis",Ahmedabad
Wakka Makka Chinese,"Vastrapur,Ahmedabad",3.6,100,250,"Chinese,Asian",Ahmedabad
Momoman- Gurukul,"Vastrapur,Ahmedabad",3.9,100,250,Chinese,Ahmedabad
The Grand Thakar,"Vastrapur,Ahmedabad",4.2,100,500,"Gujarati,Indian",Ahmedabad
Punjab Paratha Zone,"Vastrapur,Ahmedabad",4.0,100,200,North Indian,Ahmedabad
La Pino'Z Pizza,"Vastrapur,Ahmedabad",3.9,100,400,"Pizzas,Pastas",Ahmedabad
Hot Lee Chinese,"Vastrapur,Ahmedabad",3.8,100,250,"Chinese,Asian",Ahmedabad
Sasuma,"Vastrapur,Ahmedabad",4.0,100,100,"Gujarati,Snacks",Ahmedabad
Amazing Hydrabadi Dum Biryani,"Vastrapur,Ahmedabad",4.1,100,700,"Biryani,North Indian",Ahmedabad
Sweet Truth - Cake and Desserts,"Vastrapur,Ahmedabad",4.3,50,450,"Ice Cream,Bakery",Ahmedabad
Agarwal Mithai Bhandar,"Vastrapur,Ahmedabad",4.4,50,200,"Sweets,Snacks",Ahmedabad
Radhika'S Authentic South Indian Food,"Vastrapur,Ahmedabad",4.2,100,250,South Indian,Ahmedabad
Puffizza,"Vastrapur,Ahmedabad",4.1,100,400,"Pizzas,Italian",Ahmedabad
The Healthy Stove,"Vastrapur,Ahmedabad",3.7,1000,200,"North Indian,Healthy Food",Ahmedabad
Gwalia Baklawa,"Vastrapur,Ahmedabad",4.2,50,300,"Sweets,North Indian",Ahmedabad
The South Spot,"Vastrapur,Ahmedabad",4.3,100,300,South Indian,Ahmedabad
High On Chai,"Vastrapur,Ahmedabad",4.4,50,300,"Beverages,Pizzas",Ahmedabad
London Yard Pizza,"Vastrapur,Ahmedabad",3.7,50,300,"Pizzas,Italian",Ahmedabad
NIC Natural Ice Creams,"Vastrapur,Ahmedabad",4.6,500,120,"Ice Cream,Desserts",Ahmedabad
Fresh N Fresh,"Vastrapur,Ahmedabad",4.2,100,250,Bakery,Ahmedabad
Cheers,"Vastrapur,Ahmedabad",4.5,100,250,"Desserts,Ice Cream",Ahmedabad
Bong Sweet & Fast Food,"Vastrapur,Ahmedabad",3.8,100,200,"Bengali,Biryani",Ahmedabad
KFC,"Vastrapur,Ahmedabad",3.8,500,400,"American,Snacks",Ahmedabad
Asharfi Kulfi,"Vastrapur,Ahmedabad",4.5,50,200,"Desserts,Beverages",Ahmedabad
Tuli'S Royal Bengal,"Vastrapur,Ahmedabad",3.9,100,300,"Bengali,Mughlai",Ahmedabad
Dheemi Aanch,"Vastrapur,Ahmedabad",4.3,100,600,Indian,Ahmedabad
Tamil Pasanga Cafe,"Vastrapur,Ahmedabad",4.5,50,200,South Indian,Ahmedabad
Faasos - Wraps & Rolls,"Vastrapur,Ahmedabad",4.3,500,200,"Fast Food,Snacks",Ahmedabad
Natural Ice Cream,"Vastrapur,Ahmedabad",4.6,100,150,Ice Cream,Ahmedabad
Punjabiyat - By Jassi De Parathe,"Vastrapur,Ahmedabad",4.4,50,800,Indian,Ahmedabad
Punjab De Parathe,"Vastrapur,Ahmedabad",4.0,100,250,"Punjabi,North Indian",Ahmedabad
Om Food Center - Vastrapur Lake,"Vastrapur,Ahmedabad",3.8,100,200,"Indian,North Indian",Ahmedabad
Stuff Paratha,"Vastrapur,Ahmedabad",4.1,50,250,"North Indian,Chinese",Ahmedabad
Jasuben Shah Old Pizza,"Vastrapur,Ahmedabad",4.2,100,150,"Pizzas,Snacks",Ahmedabad
Apna Punjab Parattha,"Vastrapur,Ahmedabad",3.8,100,250,Indian,Ahmedabad
Jugaadi Adda,"Vastrapur,Ahmedabad",4.3,100,300,Indian,Ahmedabad
Eggers Cafe,"Vastrapur,Ahmedabad",3.9,100,250,"Indian,Chinese",Ahmedabad
McDonald's,"Vastrapur,Ahmedabad",4.0,500,400,"Burgers,Beverages",Ahmedabad
Chai Wai,"Vastrapur,Ahmedabad",4.2,50,200,"Beverages,Snacks",Ahmedabad
Raju Omlet Centre (Roc Express Delivery),"Vastrapur,Ahmedabad",3.6,50,300,"Snacks,North Indian",Ahmedabad
Tuli'S Restaurant,"Vastrapur,Ahmedabad",3.9,100,200,"Bengali,North Indian",Ahmedabad
Jay Ambe Thali,"Vastrapur,Ahmedabad",3.8,1000,150,"Gujarati,Thalis",Ahmedabad
Maharaja Thalis,"Vastrapur,Ahmedabad",3.6,100,200,"North Indian,Chinese",Ahmedabad
Behrouz Biryani,"Vastrapur,Ahmedabad",4.3,100,500,"Biryani,Mughlai",Ahmedabad
Cafe Coffee Day,"Vastrapur,Ahmedabad",4.1,100,300,"Beverages,Snacks",Ahmedabad
No Mad Baker - The Pizzeria,"Vastrapur,Ahmedabad",4.0,100,600,Pizzas,Ahmedabad
Rotlo Gujarati Rasthal,"Vastrapur,Ahmedabad",3.9,100,300,Gujarati,Ahmedabad
Barbeque Nation,"Vastrapur,Ahmedabad",3.8,100,600,"North Indian,Barbecue",Ahmedabad
Biskut,"Vastrapur,Ahmedabad",4.5,50,250,Desserts,Ahmedabad
The Biryani Life,"Vastrapur,Ahmedabad",3.9,100,200,"Biryani,Hyderabadi",Ahmedabad
Kbobs,"Vastrapur,Ahmedabad",3.9,500,400,"North Indian,Punjabi",Ahmedabad
1944 - The Hocco Kitchen,"Vastrapur,Ahmedabad",4.1,100,500,"North Indian,Continental",Ahmedabad
Fozzie'S Pizzaiolo,"Vastrapur,Ahmedabad",3.9,50,500,"Italian,Pizzas",Ahmedabad
La Milano Pizzeria,"Vastrapur,Ahmedabad",4.3,500,199,"Italian,Pizzas",Ahmedabad
Samosa & Co. By TGB (Vastrapur),"Vastrapur,Ahmedabad",4.4,50,200,Snacks,Ahmedabad
BOSS Burger,"Vastrapur,Ahmedabad",4.1,100,500,"American,Continental",Ahmedabad
Burger King,"Vastrapur,Ahmedabad",3.8,1000,350,"American,Fast Food",Ahmedabad
Nair Foods,"Vastrapur,Ahmedabad",4.3,100,300,South Indian,Ahmedabad
New Freeze Land,"Vastrapur,Ahmedabad",4.1,100,200,"Cafe,American",Ahmedabad
Curries,"Vastrapur,Ahmedabad",4.1,100,600,"Indian,Chinese",Ahmedabad
The Simply Salad,"Vastrapur,Ahmedabad",4.6,50,200,"Salads,Healthy Food",Ahmedabad
Sheeba Delicious,"Vastrapur,Ahmedabad",4.3,100,500,"North Indian,Chinese",Ahmedabad
The Wrap Co.,"Vastrapur,Ahmedabad",3.9,100,300,"Fast Food,Desserts",Ahmedabad
The Blue Oven,"Vastrapur,Ahmedabad",4.3,100,600,"Continental,Pizzas",Ahmedabad
Birmies,"Vastrapur,Ahmedabad",4.4,100,350,"Mexican,Chinese",Ahmedabad
Kovallam,"Vastrapur,Ahmedabad",4.0,50,400,South Indian,Ahmedabad
Mocha,"Vastrapur,Ahmedabad",4.1,100,700,"Continental,Chinese",Ahmedabad
Meals101,"Vastrapur,Ahmedabad",3.8,500,300,"Asian,North Indian",Ahmedabad
New Real Paprika - Iscon,"Vastrapur,Ahmedabad",3.8,50,250,"Pizzas,Pastas",Ahmedabad
Oven & Grill,"Vastrapur,Ahmedabad",3.6,500,250,"Pizzas,Pastas",Ahmedabad
Shiva'S Coffee Bar & Snacks,"Vastrapur,Ahmedabad",4.0,50,250,Beverages,Ahmedabad
Prince Bhajipav,"Vastrapur,Ahmedabad",3.2,1000,200,Chinese,Ahmedabad
Fit O'Clock,"Vastrapur,Ahmedabad",4.6,50,300,"Healthy Food,Salads",Ahmedabad
First11 - The Punjabi Kitchen,"Vastrapur,Ahmedabad",3.3,100,200,"Indian,Thalis",Ahmedabad
Get Desserted,"Vastrapur,Ahmedabad",4.2,100,200,"Beverages,Desserts",Ahmedabad
Juice My Day,"Vastrapur,Ahmedabad",4.2,100,250,"Healthy Food,Beverages",Ahmedabad
Iscon Ganthiya,"Vastrapur,Ahmedabad",4.1,100,100,"Indian,Thalis",Ahmedabad
Jay Bhavani Vadapav,"Vastrapur,Ahmedabad",4.3,50,200,Snacks,Ahmedabad
Pizza Hut,"Vastrapur,Ahmedabad",3.6,100,600,Pizzas,Ahmedabad
Kabir Restaurant,"Vastrapur,Ahmedabad",4.2,1000,400,"Indian,Gujarati",Ahmedabad
Mr & Mrs Somani - The Grand Bhagwati,"Vastrapur,Ahmedabad",4.2,100,400,"North Indian,Indian",Ahmedabad
Gita Samosa Centre,"Vastrapur,Ahmedabad",4.4,100,200,"Snacks,Fast Food",Ahmedabad
Binharif'S Dabeli,"Vastrapur,Ahmedabad",3.7,50,150,"Fast Food,Snacks",Ahmedabad
UBQ By Barbeque Nation,"Vastrapur,Ahmedabad",3.8,100,300,"North Indian,Barbecue",Ahmedabad
The Big F,"Vastrapur,Ahmedabad",3.6,100,300,Beverages,Ahmedabad
Roti Da Wraps,"Vastrapur,Ahmedabad",3.9,50,250,Snacks,Ahmedabad
Kesar Foods,"Vastrapur,Ahmedabad",4.3,500,400,Indian,Ahmedabad
Juice Pitara,"Vastrapur,Ahmedabad",4.4,100,200,"Juices,Beverages",Ahmedabad
Santushti - Shakes & More,"Vastrapur,Ahmedabad",4.1,500,300,"Desserts,Beverages",Ahmedabad
Hyderabadi Hut,"Vastrapur,Ahmedabad",3.7,100,350,"Hyderabadi,North Indian",Ahmedabad
Upper Crust,"Vastrapur,Ahmedabad",4.2,100,800,"Indian,Chinese",Ahmedabad
New Prince Bhajipav Corner,"Vastrapur,Ahmedabad",4.0,500,300,South Indian,Ahmedabad
Chhaswala,"Vastrapur,Ahmedabad",4.6,100,200,"Beverages,Desserts",Ahmedabad
Roastery Cultur - The Coffee Company,"Vastrapur,Ahmedabad",4.2,50,450,Beverages,Ahmedabad
The Rookies Kitchen,"Vastrapur,Ahmedabad",4.2,100,200,"Snacks,North Indian",Ahmedabad
Cake Dengo Cake Shop,"Vastrapur,Ahmedabad",3.8,100,500,Desserts,Ahmedabad
Wack Waffles & Brownies,"Vastrapur,Ahmedabad",3.9,50,300,"Waffle,Desserts",Ahmedabad
Masti Juice Shahibaugwala,"Vastrapur,Ahmedabad",4.1,50,150,"Juices,Beverages",Ahmedabad
Beijing Chicken Lollipops,"Vastrapur,Ahmedabad",3.5,50,250,"Asian,Chinese",Ahmedabad
Miami Shakes & More,"Vastrapur,Ahmedabad",3.7,100,200,"Desserts,Beverages",Ahmedabad
Sante Spa Cuisine,"Vastrapur,Ahmedabad",4.4,50,700,"Japanese,Mediterranean",Ahmedabad
Pandeyji Parcel Point,"Vastrapur,Ahmedabad",4.1,50,200,"North Indian,Chinese",Ahmedabad
R.K. Egg Eatery,"Vastrapur,Ahmedabad",4.0,1000,200,"Indian,Mughlai",Ahmedabad
Jassi De Parathe,"Vastrapur,Ahmedabad",4.3,500,600,North Indian,Ahmedabad
Laxmi Ganthiya Rath,"Vastrapur,Ahmedabad",4.1,100,200,"Gujarati,Snacks",Ahmedabad
The Pancake Story,"Vastrapur,Ahmedabad",4.1,50,300,Desserts,Ahmedabad
Cafe Piano - The Grand Bhagwati,"Vastrapur,Ahmedabad",4.2,500,400,"North Indian,American",Ahmedabad
Hl Frankie,"Vastrapur,Ahmedabad",4.1,100,150,"Italian,Chinese",Ahmedabad
Wat-A-Burger,"Vastrapur,Ahmedabad",3.7,100,300,Indian,Ahmedabad
Honest,"Vastrapur,Ahmedabad",4.3,100,350,"Indian,Chinese",Ahmedabad
Cake Bonzerbite,"Vastrapur,Ahmedabad",4.1,100,400,"Bakery,Desserts",Ahmedabad
Starbucks Coffee,"Vastrapur,Ahmedabad",4.3,100,400,"Beverages,Ice Cream",Ahmedabad
Shivam Bhojnalay,"Vastrapur,Ahmedabad",3.5,1000,200,"Thalis,Punjabi",Ahmedabad
Kilos,"Vastrapur,Ahmedabad",4.0,100,150,"North Indian,Punjabi",Ahmedabad
The Swad,"Vastrapur,Ahmedabad",3.8,500,200,"Thalis,Punjabi",Ahmedabad
Anjoy Late Night Meals,"Vastrapur,Ahmedabad",4.1,1000,250,Indian,Ahmedabad
WTF! Pizza's & Bar-be-que,"Vastrapur,Ahmedabad",4.0,100,250,"Italian,Pizzas",Ahmedabad
Khana Khazana-Vastrapur,"Vastrapur,Ahmedabad",3.8,50,400,Indian,Ahmedabad
TGIH- Thank God Its Healthy,"Vastrapur,Ahmedabad",4.1,100,500,"Continental,Healthy Food",Ahmedabad
Chinese Wok Express,"Vastrapur,Ahmedabad",4.1,100,400,"Chinese,Thai",Ahmedabad
LunchBox - Meals and Thalis,"Vastrapur,Ahmedabad",4.1,100,200,"North Indian,Punjabi",Ahmedabad
Zen Cafe,"Vastrapur,Ahmedabad",4.6,50,500,"Pizzas,Pastas",Ahmedabad
Shree Janta Ice Cream,"Vastrapur,Ahmedabad",3.4,100,200,"Continental,Beverages",Ahmedabad
Mainland China,"Vastrapur,Ahmedabad",4.2,100,900,"Chinese,Oriental",Ahmedabad
Brothers Brand,"Vastrapur,Ahmedabad",4.0,100,550,"Indian,Chinese",Ahmedabad
Mehfil Biryani by Zakir Khan,"Vastrapur,Ahmedabad",3.9,100,600,"Biryani,Mughlai",Ahmedabad
Gordhan Thaal,"Vastrapur,Ahmedabad",4.1,50,650,Gujarati,Ahmedabad
Hao Chi,"Vastrapur,Ahmedabad",3.8,100,400,"Chinese,Pan-Asian",Ahmedabad
Gwalia Sweets & Fast Food,"Vastrapur,Ahmedabad",4.4,500,250,"Sweets,North Indian",Ahmedabad
Food On Way,"Vastrapur,Ahmedabad",3.9,1000,200,"North Indian,Chinese",Ahmedabad
Sadda Meal,"Vastrapur,Ahmedabad",4.3,50,400,Indian,Ahmedabad
Grill'd N More,"Vastrapur,Ahmedabad",4.4,100,400,"Grill,Fast Food",Ahmedabad
Bowl Story,"Vastrapur,Ahmedabad",4.4,100,500,"Mexican,Continental",Ahmedabad
La Pino'Z Pizza,"GOTA,Ahmedabad",3.8,100,400,"Pizzas,Pastas",Ahmedabad
Shiva'S Coffee Bar & Snacks,"GOTA,Ahmedabad",3.9,100,300,Beverages,Ahmedabad
Jay Bhavani Vadapav,"GOTA,Ahmedabad",4.0,100,200,Snacks,Ahmedabad
Honest,"GOTA,Ahmedabad",4.0,100,400,"Indian,Chinese",Ahmedabad
33 The Eatery,"GOTA,Ahmedabad",3.6,50,250,"North Indian,Gujarati",Ahmedabad
Das Khaman,"GOTA,Ahmedabad",3.6,50,250,"Indian,Snacks",Ahmedabad
London Yard Pizza,"GOTA,Ahmedabad",3.3,100,300,"Pizzas,Italian",Ahmedabad
The Paul Bakery,"GOTA,Ahmedabad",3.8,50,200,"Beverages,Bakery",Ahmedabad
Pizza Tune,"GOTA,Ahmedabad",2.8,50,300,Pizzas,Ahmedabad
The Fusion Pizza,"GOTA,Ahmedabad",3.9,100,200,"Pizzas,Beverages",Ahmedabad
Tea Post,"GOTA,Ahmedabad",4.2,100,200,"Fast Food,Beverages",Ahmedabad
Wack Waffles & Brownies,"GOTA,Ahmedabad",4.5,50,300,"Waffle,Desserts",Ahmedabad
Subway,"GOTA,Ahmedabad",4.0,100,350,"Fast Food,Healthy Food",Ahmedabad
Katori Kitchens,"GOTA,Ahmedabad",3.6,50,250,"Snacks,Italian",Ahmedabad
New Freeze Land,"GOTA,Ahmedabad",4.0,50,200,"Cafe,American",Ahmedabad
Mr. Puff,"GOTA,Ahmedabad",4.1,50,200,Bakery,Ahmedabad
Sorath Suddh Kathiyawadi Restaurant,"GOTA,Ahmedabad",4.1,50,300,"Indian,Rajasthani",Ahmedabad
La Milano Pizzeria,"GOTA,Ahmedabad",4.2,500,199,"Italian,Pizzas",Ahmedabad
Hocco Eatery,"GOTA,Ahmedabad",4.0,100,250,"North Indian,Pizzas",Ahmedabad
Appam - Flavors Of Karnataka,"GOTA,Ahmedabad",3.7,100,250,South Indian,Ahmedabad
Gwalia Sweets & Dairy Products,"GOTA,Ahmedabad",4.4,50,250,Sweets,Ahmedabad
Anand Ankurwala,"GOTA,Ahmedabad",4.0,100,200,"Indian,Fast Food",Ahmedabad
Shakti - The Sandwich Shop,"GOTA,Ahmedabad",3.3,100,300,Pizzas,Ahmedabad
Pizza Hut,"GOTA,Ahmedabad",3.6,100,350,Pizzas,Ahmedabad
Food Junction,"GOTA,Ahmedabad",4.1,100,250,"South Indian,Indian",Ahmedabad
1944 Restaurants-The Hocco Kitchen,"GOTA,Ahmedabad",4.3,500,500,"North Indian,Punjabi",Ahmedabad
Shivam Snacks,"GOTA,Ahmedabad",4.2,100,400,"Snacks,Indian",Ahmedabad
Bandhan Restaurant,"GOTA,Ahmedabad",4.2,50,350,"North Indian,Chinese",Ahmedabad
Momoman,"GOTA,Ahmedabad",3.3,50,250,"Chinese,Street Food",Ahmedabad
Rajwadi Paratha House,"GOTA,Ahmedabad",4.4,50,250,North Indian,Ahmedabad
Miami Waffle & Jawbreakers,"GOTA,Ahmedabad",4.2,50,200,"Waffle,Desserts",Ahmedabad
Rajasthan Bhavna-The Restaurant,"GOTA,Ahmedabad",3.8,100,300,"Chinese,North Indian",Ahmedabad
Jenny's Brownies,"GOTA,Ahmedabad",4.6,50,250,"Bakery,Desserts",Ahmedabad
New York Waffles & Dinges,"GOTA,Ahmedabad",4.2,50,250,"Waffle,Beverages",Ahmedabad
Saurashtra Chawana & Sweets,"GOTA,Ahmedabad",3.7,50,250,Street Food,Ahmedabad
Jugaadi Adda,"GOTA,Ahmedabad",3.5,100,200,Indian,Ahmedabad
New Egg World,"GOTA,Ahmedabad",3.9,100,300,North Indian,Ahmedabad
Miami Shakes & More,"GOTA,Ahmedabad",3.7,50,200,"Desserts,Beverages",Ahmedabad
Spicy Signature,"GOTA,Ahmedabad",4.5,50,300,"Bengali,Chinese",Ahmedabad
Huber & Holly,"GOTA,Ahmedabad",4.1,100,500,"Combo,Desserts",Ahmedabad
Ms Abu Dal Bati,"GOTA,Ahmedabad",4.4,50,150,North Indian,Ahmedabad
Shiv Shakti Dhaba (Khoraj),"GOTA,Ahmedabad",3.4,50,250,North Indian,Ahmedabad
Das Khaman,"Paldi & Ambawadi,Ahmedabad",4.5,100,200,"Snacks,Street Food",Ahmedabad
Sankalp,"Paldi & Ambawadi,Ahmedabad",4.4,50,500,South Indian,Ahmedabad
Jugaadi Adda,"Paldi & Ambawadi,Ahmedabad",3.6,100,200,Indian,Ahmedabad
Kutchi King,"Paldi & Ambawadi,Ahmedabad",3.9,50,200,Street Food,Ahmedabad
Banana Leaf,"Paldi & Ambawadi,Ahmedabad",3.4,50,400,South Indian,Ahmedabad
Navjivan Restaurant,"Paldi & Ambawadi,Ahmedabad",4.0,100,400,"Punjabi,North Indian",Ahmedabad
Amdos Kitchen,"Paldi & Ambawadi,Ahmedabad",4.2,100,300,"Tibetan,Chinese",Ahmedabad
The Shake Maker,"Paldi & Ambawadi,Ahmedabad",4.1,50,250,Beverages,Ahmedabad
Khana Parcel,"Paldi & Ambawadi,Ahmedabad",3.9,100,200,"Indian,Chinese",Ahmedabad
China Hut,"Paldi & Ambawadi,Ahmedabad",4.0,100,400,"North Indian,Chinese",Ahmedabad
The Chocolate Room,"Paldi & Ambawadi,Ahmedabad",4.4,100,350,"Desserts,Bakery",Ahmedabad
Hotel The Lotus Park,"Paldi & Ambawadi,Ahmedabad",4.1,500,250,"North Indian,Chinese",Ahmedabad
La Milano Pizzeria,"Paldi & Ambawadi,Ahmedabad",4.3,500,300,Pizzas,Ahmedabad
Jay Bhavani Vadapav,"Paldi & Ambawadi,Ahmedabad",3.9,100,300,Snacks,Ahmedabad
Tea Post,"Paldi & Ambawadi,Ahmedabad",4.3,100,200,Beverages,Ahmedabad
McDonald's,"Paldi & Ambawadi,Ahmedabad",4.2,100,400,"Burgers,Beverages",Ahmedabad
Shakti - The Sandwich Shop (Paldi),"Paldi & Ambawadi,Ahmedabad",4.0,50,300,"Fast Food,Snacks",Ahmedabad
New Girish Coldrinks,"Paldi & Ambawadi,Ahmedabad",3.7,50,200,"Juices,Beverages",Ahmedabad
Ame Gujarati,"Paldi & Ambawadi,Ahmedabad",3.5,100,250,"Gujarati,Combo",Ahmedabad
Udipi Cafe,"Paldi & Ambawadi,Ahmedabad",4.2,100,450,"Punjabi,Indian",Ahmedabad
Honest,"Paldi & Ambawadi,Ahmedabad",4.1,100,250,"Snacks,Indian",Ahmedabad
The Lio' Pizza,"Paldi & Ambawadi,Ahmedabad",3.8,50,300,"Pizzas,Italian",Ahmedabad
Bol E To Vadapav,"Paldi & Ambawadi,Ahmedabad",4.3,50,300,"Snacks,Street Food",Ahmedabad
Kwality Walls Frozen Dessert and Ice Cream Shop,"Paldi & Ambawadi,Ahmedabad",4.6,50,300,Ice Cream,Ahmedabad
La Pino'Z Pizza,"Paldi & Ambawadi,Ahmedabad",4.2,100,400,"Pizzas,Pastas",Ahmedabad
Bablu Shree Farali Centre,"Paldi & Ambawadi,Ahmedabad",4.0,50,200,Indian,Ahmedabad
Vipul Dudhiya Sweets,"Paldi & Ambawadi,Ahmedabad",4.7,50,300,"Sweets,Snacks",Ahmedabad
Vadilal Ice Creams,"Paldi & Ambawadi,Ahmedabad",4.5,100,200,Ice Cream,Ahmedabad
Subway,"Paldi & Ambawadi,Ahmedabad",3.9,100,350,"Fast Food,Healthy Food",Ahmedabad
P. Vasu Food Court,"Paldi & Ambawadi,Ahmedabad",4.4,50,300,"Indian,South Indian",Ahmedabad
Jay Bhole Vadapav - Nehru Nagar,"Paldi & Ambawadi,Ahmedabad",4.3,50,200,"Fast Food,Snacks",Ahmedabad
Bon Homie,"Paldi & Ambawadi,Ahmedabad",4.3,100,500,"Punjabi,Italian",Ahmedabad
London Yard Pizza,"Paldi & Ambawadi,Ahmedabad",3.9,100,500,"Pizzas,Italian",Ahmedabad
Grill On Fire,"Paldi & Ambawadi,Ahmedabad",3.6,50,149,Desserts,Ahmedabad
Choice Snack Bar,"Paldi & Ambawadi,Ahmedabad",4.2,100,450,"South Indian,Indian",Ahmedabad
Mahalaxmi Pav Bhaji,"Paldi & Ambawadi,Ahmedabad",4.3,500,200,North Indian,Ahmedabad
Paldi Juice Corner,"Paldi & Ambawadi,Ahmedabad",3.9,100,150,"Beverages,Juices",Ahmedabad
Modi Sandwich And Pizza-Paldi,"Paldi & Ambawadi,Ahmedabad",3.9,500,250,"Fast Food,Beverages",Ahmedabad
Bablu Shree Farali Center,"Paldi & Ambawadi,Ahmedabad",3.8,50,200,"Indian,Snacks",Ahmedabad
Spice Zone,"Paldi & Ambawadi,Ahmedabad",4.3,50,500,"Indian,Chinese",Ahmedabad
La Pino'Z Pizza,"Ghatlodia,Ahmedabad",4.1,100,400,"Pizzas,Pastas",Ahmedabad
Jay Bhavani Vadapav,"Ghatlodia,Ahmedabad",4.2,50,200,"Beverages,Indian",Ahmedabad
Sbarro - New York Pizza,"Ghatlodia,Ahmedabad",4.0,50,400,"Beverages,Combo",Ahmedabad
Subway,"Ghatlodia,Ahmedabad",4.1,50,350,"Fast Food,Healthy Food",Ahmedabad
KFC,"Ghatlodia,Ahmedabad",4.0,100,400,"American,Snacks",Ahmedabad
The Biryani Life,"Ghatlodia,Ahmedabad",4.2,50,200,"Biryani,Hyderabadi",Ahmedabad
Shambhu'S Coffee Bar,"Ghatlodia,Ahmedabad",4.0,50,250,Snacks,Ahmedabad
Jugaadi Adda,"Ghatlodia,Ahmedabad",4.2,100,200,"Snacks,Fast Food",Ahmedabad
Harihar Food Centre,"Ghatlodia,Ahmedabad",4.0,50,250,"Gujarati,Punjabi",Ahmedabad
Gwalia Sweets & Fast Food,"Ghatlodia,Ahmedabad",4.2,100,250,"Sweets,North Indian",Ahmedabad
Behrouz Biryani,"Ghatlodia,Ahmedabad",4.2,100,500,"Biryani,Mughlai",Ahmedabad
Anand Ankurwala,"Ghatlodia,Ahmedabad",4.3,50,200,Chaat,Ahmedabad
Saurashtra Farsan House  (Barwalawala),"Ghatlodia,Ahmedabad",3.9,50,150,"Gujarati,Snacks",Ahmedabad
Sazzy'S Kitchen,"Ghatlodia,Ahmedabad",4.2,50,600,"Chinese,Continental",Ahmedabad
Mumbaiya Misal And Vadapav,"Ghatlodia,Ahmedabad",4.3,50,300,"Street Food,Snacks",Ahmedabad
Mr. Puff,"Ghatlodia,Ahmedabad",4.3,50,200,North Indian,Ahmedabad
Laxmi Ganthiya Rath- Naranpura,"Ghatlodia,Ahmedabad",4.4,50,200,"Indian,Beverages",Ahmedabad
Tandoor Story - Chur Chur Naan,"Ghatlodia,Ahmedabad",4.2,50,300,"North Indian,Punjabi",Ahmedabad
Brick Kitchen - Five Petals,"Ghatlodia,Ahmedabad",4.2,50,500,"Indian,Chinese",Ahmedabad
Highland Park,"Ghatlodia,Ahmedabad",4.1,500,400,"Indian,Punjabi",Ahmedabad
Satnam Dalpakvan & Nasta Center,"Ghatlodia,Ahmedabad",3.5,100,200,"Snacks,Beverages",Ahmedabad
Keventers - Milkshakes and Desserts,"Ghatlodia,Ahmedabad",4.5,100,300,"Beverages,Ice Cream",Ahmedabad
Gajanand Pauva House,"Ghatlodia,Ahmedabad",4.0,50,100,"Street Food,Snacks",Ahmedabad
Oven Story Pizza,"Ghatlodia,Ahmedabad",3.4,100,400,"Pizzas,Italian",Ahmedabad
La Milano Pizzeria,"Ghatlodia,Ahmedabad",4.1,100,199,"Italian,Pizzas",Ahmedabad
Danny'S Coffee Bar,"Ghatlodia,Ahmedabad",3.5,50,200,Beverages,Ahmedabad
Shivam Snacks,"Ghatlodia,Ahmedabad",4.0,100,200,"Indian,North Indian",Ahmedabad
Farki,"Ghatlodia,Ahmedabad",4.0,50,350,"Desserts,Beverages",Ahmedabad
Dinner Bell 2,"Ghatlodia,Ahmedabad",4.1,500,400,"Indian,Chinese",Ahmedabad
Birmies,"Ghatlodia,Ahmedabad",4.4,100,400,"Mexican,Chinese",Ahmedabad
